key|S_Kr|S_En|S_Beon|S_Esp|S_Deu|S_Idn|S_Tha|S_Fr|S_Gan|S_Rus
26030133|아아~~ 행복해요오~~~|Oh, I'm so happy.|Oh, I'm so happy.|Oh, I'm so happy.|Oh, I'm so happy.|Oh, I'm so happy.|Oh, I'm so happy.|Oh, I'm so happy.|Oh, I'm so happy.|О, я так счастлива.
26030134|(나야 말로 행복해~~~!!)\n더 만들 테니 잔뜩~ 먹으렴~|(I'm happy, too!)\nI'll make more! Enjoy, ladies!|(I'm happy, too!)\nI'll make more! Enjoy, ladies!|(I'm happy, too!)\nI'll make more! Enjoy, ladies!|(I'm happy, too!)\nI'll make more! Enjoy, ladies!|(I'm happy, too!)\nI'll make more! Enjoy, ladies!|(I'm happy, too!)\nI'll make more! Enjoy, ladies!|(I'm happy, too!)\nI'll make more! Enjoy, ladies!|(I'm happy, too!)\nI'll make more! Enjoy, ladies!|(Я тоже счастлив!)\nЯ сделаю ещё! Наслаждайтесь, дамы!
26030135|정말요? \n너무 고마워요~~|Really? \nThank you, so much!|Really? \nThank you, so much!|Really? \nThank you, so much!|Really? \nThank you, so much!|Really? \nThank you, so much!|Really? \nThank you, so much!|Really? \nThank you, so much!|Really? \nThank you, so much!|Правда?\nСпасибо, спасибо большое!
26030136|(회 뜨는 거 배우길 정말 잘했어~!!\n고마워요~ 도쿄 지부의 겐씨!)|(I'm glad I learned how to slice up Sashimi!\nThank you, Gen at Tokyo base!)|(I'm glad I learned how to slice up Sashimi!\nThank you, Gen at Tokyo base!)|(I'm glad I learned how to slice up Sashimi!\nThank you, Gen at Tokyo base!)|(I'm glad I learned how to slice up Sashimi!\nThank you, Gen at Tokyo base!)|(I'm glad I learned how to slice up Sashimi!\nThank you, Gen at Tokyo base!)|(I'm glad I learned how to slice up Sashimi!\nThank you, Gen at Tokyo base!)|(I'm glad I learned how to slice up Sashimi!\nThank you, Gen at Tokyo base!)|(I'm glad I learned how to slice up Sashimi!\nThank you, Gen at Tokyo base!)|(Я рад, что научился нарезать сашими!\nСпасибо тебе, Ген из базы в Токио!)
26030137|30분 뒤.|30 minutes later.|30 minutes later.|30 minutes later.|30 minutes later.|30 minutes later.|30 minutes later.|30 minutes later.|30 minutes later.|Через 30 минут.
26030138|자, 그럼 돌아갈까?|Okay. Shall we go back?|Okay. Shall we go back?|Okay. Shall we go back?|Okay. Shall we go back?|Okay. Shall we go back?|Okay. Shall we go back?|Okay. Shall we go back?|Okay. Shall we go back?|Хорошо. Возвращаемся?
26030139|저.. 저기 [00DEFF]{0}[-]님. |Well, I ... [00DEFF]{0}[-]? |Well, I ... [00DEFF]{0}[-]? |Well, I ... [00DEFF]{0}[-]? |Well, I ... [00DEFF]{0}[-]? |Well, I ... [00DEFF]{0}[-]? |Well, I ... [00DEFF]{0}[-]? |Well, I ... [00DEFF]{0}[-]? |Well, I ... [00DEFF]{0}[-]? |Ну, я... [00DEFF]{0}[-]?
26030140|응?|What?|What?|What?|What?|What?|What?|What?|What?|Что?
26030141|잠깐 들리고 싶은 곳이 있는데요…|I want to stop by some place.|I want to stop by some place.|I want to stop by some place.|I want to stop by some place.|I want to stop by some place.|I want to stop by some place.|I want to stop by some place.|I want to stop by some place.|Мне нужно сделать остановку.
26030142|들리고 싶은 곳? 어딘데|Really? Where?|Really? Where?|Really? Where?|Really? Where?|Really? Where?|Really? Where?|Really? Where?|Really? Where?|В самом деле? Где?
26030143|잠깐… 요 옆 숲에 들어가도 될까요?|Can we... make a quick stop into the forest just a few minute from here?|Can we... make a quick stop into the forest just a few minute from here?|Can we... make a quick stop into the forest just a few minute from here?|Can we... make a quick stop into the forest just a few minute from here?|Can we... make a quick stop into the forest just a few minute from here?|Can we... make a quick stop into the forest just a few minute from here?|Can we... make a quick stop into the forest just a few minute from here?|Can we... make a quick stop into the forest just a few minute from here?|Мы можем... мы можем сделать быструю остановку в лесу в нескольких минутах отсюда?
26030144|뭐?! 숲??\n(갑자기 숲이라니 대체 무슨 일이지?)|What? Forest?\n(Why would she want to make a stop in the forest?)|What? Forest?\n(Why would she want to make a stop in the forest?)|What? Forest?\n(Why would she want to make a stop in the forest?)|What? Forest?\n(Why would she want to make a stop in the forest?)|What? Forest?\n(Why would she want to make a stop in the forest?)|What? Forest?\n(Why would she want to make a stop in the forest?)|What? Forest?\n(Why would she want to make a stop in the forest?)|What? Forest?\n(Why would she want to make a stop in the forest?)|Что? В лесу?\n(Интересно, зачем ей в лес?)
26030145|To Be Continued|To Be Continued...|To Be Continued...|To Be Continued...|To Be Continued...|To Be Continued...|To Be Continued...|To Be Continued...|To Be Continued...|Продолжение следует...
26030146|[b][F8FF34]뽀직!!\n촥~! 촥~!\n서걱! 서걱![-][/b]|[b][F8FF34]*Plop!!\n*Slap~! *Slap~!\n*Snap! *Snap![-][/b]|[b][F8FF34]*Plop!!\n*Slap~! *Slap~!\n*Snap! *Snap![-][/b]|[b][F8FF34]*Plop!!\n*Slap~! *Slap~!\n*Snap! *Snap![-][/b]|[b][F8FF34]*Plop!!\n*Slap~! *Slap~!\n*Snap! *Snap![-][/b]|[b][F8FF34]*Plop!!\n*Slap~! *Slap~!\n*Snap! *Snap![-][/b]|[b][F8FF34]*Plop!!\n*Slap~! *Slap~!\n*Snap! *Snap![-][/b]|[b][F8FF34]*Plop!!\n*Slap~! *Slap~!\n*Snap! *Snap![-][/b]|[b][F8FF34]*Plop!!\n*Slap~! *Slap~!\n*Snap! *Snap![-][/b]|[b][F8FF34]*Вжух!!\n*Шух~! *Вжух~!\n*Чоп! *Чоп![-][/b]
26040001|뭐?! 숲??|What? In the forest?|What? In the forest?|What? In the forest?|What? In the forest?|What? In the forest?|What? In the forest?|What? In the forest?|What? In the forest?|Что? В лесу?
26040002|네. 잠시 숲에 들렀으면 해요.|Yes. Just a quick stop.|Yes. Just a quick stop.|Yes. Just a quick stop.|Yes. Just a quick stop.|Yes. Just a quick stop.|Yes. Just a quick stop.|Yes. Just a quick stop.|Yes. Just a quick stop.|Да. Я по-быстрому.
26040003|랍스터랑 생선을 꽤 잡았으니\n식량은 그만 구해도 될 것 같은데?|We got plenty of lobster and fish,\nso we don't need to look for any more food.|We got plenty of lobster and fish,\nso we don't need to look for any more food.|We got plenty of lobster and fish,\nso we don't need to look for any more food.|We got plenty of lobster and fish,\nso we don't need to look for any more food.|We got plenty of lobster and fish,\nso we don't need to look for any more food.|We got plenty of lobster and fish,\nso we don't need to look for any more food.|We got plenty of lobster and fish,\nso we don't need to look for any more food.|We got plenty of lobster and fish,\nso we don't need to look for any more food.|У нас полно омаров и рыбы.\nНе думаю, что нам ещё нужна еда.
26040004|제니씨가 채식주의자라는 것이 갑자기 생각났어요.\n아무래도 과일이 있어야 할 것 같아서…|I just remembered that Jenny is vegetarian.\nI think we need to get some fruit.|I just remembered that Jenny is vegetarian.\nI think we need to get some fruit.|I just remembered that Jenny is vegetarian.\nI think we need to get some fruit.|I just remembered that Jenny is vegetarian.\nI think we need to get some fruit.|I just remembered that Jenny is vegetarian.\nI think we need to get some fruit.|I just remembered that Jenny is vegetarian.\nI think we need to get some fruit.|I just remembered that Jenny is vegetarian.\nI think we need to get some fruit.|I just remembered that Jenny is vegetarian.\nI think we need to get some fruit.|Я вспомнила, что Дженни — вегетарианка.\nЕй нужно немного фруктов.
26040005|…!!! 우리 로즈는 마음도 착하지~~\n이 아빠.. 아니 오빠는 감동했단다~~~!!!\n그래 가자꾸나. 그 전에 오빠가 한번…|…!!! You are so considerate.\nDaddy... I mean brother is so proud of you!\nAlright! Let's go. But brother...|…!!! You are so considerate.\nDaddy... I mean brother is so proud of you!\nAlright! Let's go. But brother...|…!!! You are so considerate.\nDaddy... I mean brother is so proud of you!\nAlright! Let's go. But brother...|…!!! You are so considerate.\nDaddy... I mean brother is so proud of you!\nAlright! Let's go. But brother...|…!!! You are so considerate.\nDaddy... I mean brother is so proud of you!\nAlright! Let's go. But brother...|…!!! You are so considerate.\nDaddy... I mean brother is so proud of you!\nAlright! Let's go. But brother...|…!!! You are so considerate.\nDaddy... I mean brother is so proud of you!\nAlright! Let's go. But brother...|…!!! You are so considerate.\nDaddy... I mean brother is so proud of you!\nAlright! Let's go. But brother...|!!! Ты такая внимательная.\nПапочка... То есть брат гордится тобой!\nХорошо! Поехали!
26040006|스~~톱~~!!!\n지금 그 포즈. 뭔가요.|Stop!\nThat look on your face. What look?|Stop!\nThat look on your face. What look?|Stop!\nThat look on your face. What look?|Stop!\nThat look on your face. What look?|Stop!\nThat look on your face. What look?|Stop!\nThat look on your face. What look?|Stop!\nThat look on your face. What look?|Stop!\nThat look on your face. What look?|Стоп!\nЭтот ваш взгляд. Подозрительно...
26040007|딸.. 아니 여동.. 흐.. 흠!!\n기특한 대원을 격려하려는 사령관의 포즈?|Daughter... I mean sister... *smile* Humph!\nIs that the look of a commander being proud of his team member?|Daughter... I mean sister... *smile* Humph!\nIs that the look of a commander being proud of his team member?|Daughter... I mean sister... *smile* Humph!\nIs that the look of a commander being proud of his team member?|Daughter... I mean sister... *smile* Humph!\nIs that the look of a commander being proud of his team member?|Daughter... I mean sister... *smile* Humph!\nIs that the look of a commander being proud of his team member?|Daughter... I mean sister... *smile* Humph!\nIs that the look of a commander being proud of his team member?|Daughter... I mean sister... *smile* Humph!\nIs that the look of a commander being proud of his team member?|Daughter... I mean sister... *smile* Humph!\nIs that the look of a commander being proud of his team member?|Дочь... То есть сестра... *Улыбается* Фух!\nВзгляд командующего, который гордиться членом своей команды?
